Código,Provincia,Municipio,Localidad,Tipo,Institución,Dirección,Teléfono,Horario,Más info,Correo Electrónico,Web,Latitud,Longitud
2485,Chaco,Basail,BASAIL,Otra,Área de Desarrollo Social,Luis Nicolas Basail s/n,(03624) 490056 / (0362) 154802010,Lunes a Viernes de 6 a 12 Hs.,Servicio Social,,,-27.8872788678792,-59.2808318138122
2560,Chaco,Charadai,CHARADAI,Salud,Hospital Rural Charadai,Planta Urbana,(03721) 495105,24 Hs.,Asistencia Interdisciplinaria,,,-27.655981,-59.859997
9250,Chaco,Charata,CHARATA,Áreas de Género y Diversidad,"Subsecretaría de Géneros, Igualdad y Derechos Humanos",Ramón Carrillo y Dean Funes,(03731) 543025,Lunes a Viernes de 8 a 12:30 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,subsegeneroddhh@municipiocharata.com.ar,,-27.2060019053157,-61.1909801680818
2402,Chaco,Charata,CHARATA,"Familia, Niñez y Adolescencia","Unidad de Protección Integral N4, UPI, REGIÓN SUDOESTE","Güemes s/n, esquina Caseros",(03624) 15970580,Lunes a Viernes de 8 a 12 Hs.,Asistencia Interdisciplinaria,,,-27.212963,-61.18871
2401,Chaco,Charata,CHARATA,Legal,Equipo Interdisciplinario del Poder Judicial de Chaco,Monseñor de Carlo 645,(03731) 423143,Lunes a Viernes de 6:30 a 12:30 Hs.,Organismo de Competencia Jurídica,,,-27.216746,-61.187118
3942,Chaco,Charata,CHARATA,Legal,Fiscalía de Investigación,Las Heras 46,(03731) 420004 (Interno: 54004),Lunes a Viernes de 6:30 a 12:30 Hs.,Denuncias / Organismo de Competencia Jurídica,fisc1-ch@justiciachaco.gov.ar,,-27.21623,-61.194024
2400,Chaco,Charata,CHARATA,Legal,Juzgado del Menor y la Familia N1,"Monseñor de Carlo 645, Piso 2",(03731) 423042 / (03731) 15457002,Lunes a Viernes de 7 a 13 Hs.,Organismo de Competencia Jurídica,,,-27.2167841,-61.1871770999999
2403,Chaco,Charata,CHARATA,Salud,Hospital Dr. E.V de Llamas,Castex s/n,(03731) 420070 / 421507,24 Hs.,Asistencia Interdisciplinaria,,,-27.217991,-61.187363
2397,Chaco,Charata,CHARATA,Seguridad,Comisaría,9 de Julio 650,(03731) 420050,24 Hs.,Denuncias,,http://policia.chaco.gov.ar,-27.213385,-61.192683
2398,Chaco,Charata,CHARATA,Seguridad,División Violencia Familiar y de Género de Charata,9 de Julio 575,(03731) 428968 / (0362) 154222322,24 Hs.,Denuncias,,,-27.2139381,-61.1915899
9102,Chaco,Colonias Elisa,COLONIA ELISA,Áreas de Género y Diversidad,Área de Género y Diversidad,"Justo Novo s/n, a 100 metros de la Ruta 9",(03624) 566752,Lunes a Viernes de 7 a 12:30 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,generodiversidad.coloniaelisa@gmail.com,,-26.9233880646876,-59.7117316637899
2554,Chaco,Colonias Elisa,COLONIA ELISA,Legal,Juzgado de Paz,Profesor Humerto Maidana s/n,(03734) 491021,Lunes a Viernes de 6:30 a 12:30 Hs.,Medidas Preventivas,,,-26.9324550960675,-59.5204851339372
2555,Chaco,Colonias Elisa,COLONIA ELISA,Salud,Hospital Sargento Cabral,Corrientes s/n,(03734) 491001 /,24 Hs.,Asistencia Interdisciplinaria,,,-26.93298,-59.532162
2553,Chaco,Colonias Elisa,COLONIA ELISA,Seguridad,Comisaría,Sargento Cabral 799,(03734) 491022,24 Hs.,Denuncias,,,-26.9302964447419,-59.5200204849243
2556,Chaco,Colonias Unidas,COLONIAS UNIDAS,Otra,Área de Acción Social,San Nicolas 271,(03725) 496014 / 15608059,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,,,-26.6995201,-59.6337891
2557,Chaco,Colonias Unidas,COLONIAS UNIDAS,Salud,Hospital Rivadavia,Doctor Fleming y Rivadavia,(03725) 496046,24 Hs.,Asistencia Interdisciplinaria,,,-26.7001,-59.6314
2370,Chaco,Concepción del Bermejo,CONCEPCION DEL BERMEJO,Legal,Juzgado de Paz,Maríano Moreno 371,(03644) 493025 / (0364) 154700382,Lunes a Viernes de 6:30 a 12:30 Hs.,Medidas Preventivas,,,-26.5981631,-60.9471290999999
2367,Chaco,Concepción del Bermejo,CONCEPCION DEL BERMEJO,Otra,Área de Acción Social,San Martín 21,(0364) 4493303 / 4382833,Lunes a Viernes de 6 a 12 Hs.,Servicio Social,,,-26.6033897,-60.9439086999999
2368,Chaco,Concepción del Bermejo,CONCEPCION DEL BERMEJO,Otra,"Centro Integrador Comunitario, CIC",Heroes de Malvinas y Juan Bautista Alberdi,Atención Presencial,Lunes a Viernes de 9 a 13 Hs.,Asistencia Interdisciplinaria,,,-26.6004041456472,-60.9501421451568
2371,Chaco,Concepción del Bermejo,CONCEPCION DEL BERMEJO,Salud,Hospital Rural Concepción del Bermejo,Avenida San Martín 560,(0364) 4493176 / 4493089,24 Hs.,Asistencia Interdisciplinaria,,,-26.597315093442,-60.9479427337646
2369,Chaco,Concepción del Bermejo,CONCEPCION DEL BERMEJO,Seguridad,Comisaría,"12 de Octubre s/n, esquina Belgrano",(03644) 493087 / (0362) 154646048,24 Hs.,Denuncias,cria.concep.bem@chaco.gob.ar,http://policia.chaco.gov.ar,-26.5978937350259,-60.94411058757
2442,Chaco,Coronel Du Graty,CORONEL DU GRATY,"Familia, Niñez y Adolescencia","Área Niñez, Adolescencia y Familia",Salta s/n,(03735) 498353,Lunes a Viernes de 8 a 12 Hs.,Servicio Social,,,-27.6853714,-60.9086075
9270,Chaco,Corzuela,CORZUELA,Áreas de Género y Diversidad,"Secretaría de la Mujer, Diversidad y Género",Tucumán y Salta,(03731) 457371,Lunes a Viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,,,-26.9584692567156,-60.969156288535
2414,Chaco,Corzuela,CORZUELA,Legal,Juzgado de Paz,Rivadavia 243,(03731) 470810,Lunes a Viernes de 7 a 13 Hs.,Medidas Preventivas,,,-26.9556760087163,-60.9707574059512
2412,Chaco,Corzuela,CORZUELA,Otra,Área de Acción Social,Rivadavia 120,Atención Presencial,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,,,-26.9553677549471,-60.9719908294325
2413,Chaco,Corzuela,CORZUELA,Seguridad,Comisaría,"General Belgrano 212, esquina España",(03731) 470011 /(03624) 15645208,24 Hs.,Denuncias,pol.cria.corzuela@chaco.gob.ar,http://policia.chaco.gov.ar,-26.951385,-60.970359
8800,Chaco,Fontana,FONTANA,Áreas de Género y Diversidad,Sección Género e Infancia del Departamento Acción Social,9 de Julio 520,0800-555-3668,Lunes a Viernes de 7 a 18 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,oficinadegenero.fontana@gmail.com,,-27.416451,-59.034749
8959,Chaco,Fontana,FONTANA,Legal,"Centro de Acceso a la Justicia, CAJ","Calle Principal s/n, Barrio 506 Viviendas",(0362) 5288156,Viernes de 8 a 12:30 Hs.,Asistencia Interdisciplinaria,cajresistencia320@gmail.com,https://www.argentina.gob.ar/justicia/afianzar/caj/listado,-27.416454,-59.034812
2488,Chaco,Fontana,FONTANA,Legal,Juzgado de Paz,9 de Julio 312 y Salta,(0362) 4475463,Lunes a Viernes de 7 a 13 Hs.,Denuncias / Medidas Preventivas,,,-27.4146924715084,-59.0328568028897
2489,Chaco,Fontana,FONTANA,Salud,"Centro de Salud, Barrio Cacique Pelayo","Barrio Cacique Pelayo, Manzana 120, Parcela 7, Chacra 44, Sector 2 Altura Avenida Alvear 4000",(0362) 4468560,Lunes a Viernes de 7 a 19 Hs.,Asistencia Interdisciplinaria,,,-27.4312204,-59.0234292999999
2486,Chaco,Fontana,FONTANA,Seguridad,Comisaría N1,9 de Julio 399,(0362) 4475067,24 Hs.,Denuncias,,,-27.416384,-59.032295
2487,Chaco,Fontana,FONTANA,Seguridad,Comisaría N2,"Lima s/n, esquina San Luis",(0362) 4763011,24 Hs.,Denuncias,,,-27.41468,-59.05107
9300,Chaco,General Pinedo,GENERAL PINEDO,Áreas de Género y Diversidad,"Secretaria de la Mujer, Equidad y Género","Calle 17, entre Calle 4 y Calle 6, ex cooperativa",Atención Presencial y Correo Electrónico,"Lunes a Viernes de 7 a 13 Hs. / Martes, Jueves y Viernes de 16:30 a 18 Hs.",Acompañar (UDA) / Asistencia Interdisciplinaria,secretariadelamujergp@gmail.com,,-27.328967,-61.281861
2356,Chaco,General Pinedo,GENERAL PINEDO,Salud,Hospital Isaac Waisman,Calle 8 y Calle 23,(03731) 480113,24 Hs.,Asistencia Interdisciplinaria,,,-27.325409,-61.281013
2355,Chaco,General Pinedo,GENERAL PINEDO,Seguridad,Comisaría,Calle 9 y Calle 14,(03731) 480111,24 Hs.,Denuncias,,http://policia.chaco.gov.ar,-27.3248050482409,-61.2833261489868
2386,Chaco,General Vedia,GENERAL VEDIA,Legal,Juzgado de Paz,Planta Urbana,(03624) 498990,Lunes a Viernes de 7 a 13 Hs.,Medidas Preventivas,,,-26.93298,-58.661499
2384,Chaco,General Vedia,GENERAL VEDIA,Otra,Área de Acción Social,Boulevard de los Colónos s/n,(0362) 154875174 / 154387735,Lunes a Viernes de 6 a 12 Hs.,Servicio Social,,,-26.9337399294921,-58.6592674255371
2387,Chaco,General Vedia,GENERAL VEDIA,Salud,Hospital Rural Dr. Ángel R. Bitti,Avenida General Vedia s/n,(03624) 498810,24 Hs.,Asistencia Interdisciplinaria,,,-26.93298,-58.661499
2385,Chaco,General Vedia,GENERAL VEDIA,Seguridad,Comisaría,San Martín s/n,(03624) 498802,24 Hs.,Denuncias,pol.cria.gral.vedia@chaco.gob.ar,http://policia.chaco.gov.ar,-26.9365588269433,-58.6606494447751
8902,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,Áreas de Género y Diversidad,"Secretaría de la Mujer, Género y Diversidad",12 de Octubre 647,(03725) 480725,Lunes a Viernes de 7:30 a 12 Hs. y de 16 a 20 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,giselavegasec.genero@gmail.com,,-26.5357101846691,-59.3390831576993
2430,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,"Familia, Niñez y Adolescencia","Unidad de Protección Integral N6, UPI, REGIÓN NORTE",12 de Octubre 181,(03624) 15970591,Lunes a Viernes de 8 a 12 Hs. y de 13 a 17 Hs.,Asistencia Interdisciplinaria,,,-26.53743,-59.34158
2429,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,Legal,Juzgado de Familia,Avenida Mitre 350,(03725) 422238,Lunes a Viernes de 6:30 a 12:30 Hs.,Asesoramiento Jurídico,,,-26.540495,-59.3347618
2431,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,Salud,Hospital Dr. Félix Anselmo Pertile,Uruguay y Ruta 90,(03725) 420019 / 422204 / 33,24 Hs.,Asistencia Interdisciplinaria,,,-26.5368987411957,-59.3312358856201
2428,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,Seguridad,Comisaría,"Chile 502, esquina Rivadavia",(03725) 420014,24 Hs.,Móvil / Derivación,pol.cria.smartin@chaco.gob.ar,http://policia.chaco.gov.ar,-26.537977,-59.340642
2427,Chaco,Gral. San Martengeneral San Martín,GENERAL JOSE DE SAN MARTIN,Seguridad,División violencia Familiar y de Género,Urquiza y Maipé,(03725) 422202 / (03624) 644338 (WP),24 Hs.,Denuncias,pol.div.citmujer.sm@chaco.gob.ar,,-26.538422,-59.349881
9328,Chaco,Hermoso Campo,HERMOSO CAMPO,Áreas de Género y Diversidad,"Área de Género, Igualdad y Diversidad","Intendente Carlos Viña s/n, esquina Madre Teresa de Calcuta",(03735) 475065,Lunes a Viernes de 7:30 a 12:30 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,,,-27.607534992811,-61.344538337428
2359,Chaco,Hermoso Campo,HERMOSO CAMPO,Legal,Juzgado de Paz,Avenida Libertador s/n,(03735) 495311,Lunes a Viernes de 6:30 a 12:30 Hs.,Denuncias / Medidas Preventivas,,,-27.6105765561422,-61.3435792922973
2357,Chaco,Hermoso Campo,HERMOSO CAMPO,Otra,Secretaría de Gobierno,Avenida del Libertador y Presidente Perón,(03735) 495569 / 495998,Lunes a Viernes de 7:30 a 12:30 Hs.,Servicio Social,,,-27.60993,-61.33263
2360,Chaco,Hermoso Campo,HERMOSO CAMPO,Salud,Hospital Artemio Zeno Roberto Oscar,Avenida Antonio Di Rocco 145,(03735) 495136,24 Hs.,Asistencia Interdisciplinaria,,,-27.6044096470603,-61.345620215923
2358,Chaco,Hermoso Campo,HERMOSO CAMPO,Seguridad,Comisaría,"Diogenes Taboada 100, entre Avenida Eva Perón y 17 de Octubre 2013",(03735) 495302,24 Hs.,Denuncias,,,-27.610057,-61.344237
2388,Chaco,Isla del Cerrito,ISLA DEL CERRITO,Legal,Juzgado de Paz,Planta Urbana,(0362) 4496204 / (0362) 4496201,Lunes a Viernes de 6:30 a 12:30 Hs.,Denuncias / Medidas Preventivas,,,-27.290944,-58.61527
2419,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Áreas de Género y Diversidad,Subsecretaría de Igualdad y Género,España 650,(0364) 4363851,Lunes a Viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,subigualdadygenerojjcastelli@gmail.com,,-25.940755,-60.627658
2424,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,"Familia, Niñez y Adolescencia","Unidad de Protección Integral N5, UPI, REGIÓN IMPENETRABLE",Hipólito Yrigoyen y Avenida 25 de Mayo,(03624) 15303368,Lunes a Viernes de 8 a 12 Hs.,Asistencia Interdisciplinaria,,,-25.948052,-60.619257
2423,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Legal,"Centro de Acceso a la Justicia, CAJ","Juan Manuel de Rosas 55, esquina Avenida 2 de Febrero",(0364) 4939531,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,accesoalajusticiacastelli@gmail.com,https://www.argentina.gob.ar/justicia/afianzar/caj/listado,-25.9436705772858,-60.6233525276184
2422,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Legal,Defensoría,Padre Olson 444,(0364) 4471606 / 4471723,Lunes a Viernes de 6:30 a 12:30 Hs.,Asesoramiento Jurídico,,,-25.94352,-60.61151
9229,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Legal,"Programa Acercar Derechos (PAD), Sede Chaco",Avenida Perón y Avenida San Martín,Atención Presencial y Correo Electrónico,Lunes a Viernes de 8 a 14 Hs.,Acercar Derechos (PAD) / Asistencia Interdisciplinaria,padchaco@mingeneros.gob.ar,https://www.argentina.gob.ar/Géneros/programa-acercar-derechos,-25.944583,-60.61381
2425,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Salud,Hospital General Güemes,Avenida Güemes 1100,(0364) 4472345 / 4471006,24 Hs.,Asistencia Interdisciplinaria,,,-25.9440314744044,-60.627348333155
2420,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Seguridad,Comisaría Primera,Sarmiento 301,(0364) 154471200,24 Hs.,Denuncias,pol.cria.castelli@chaco.gob.ar,http://policia.chaco.gov.ar,-25.943991,-60.62413
2421,Chaco,Juan José Castelli,JUAN JOSE CASTELLI,Seguridad,División Violencia Familiar y de Género,Avenida Guemes y Calle Puerto Argentino,(0362) 154702665,24 Hs.,Denuncias,,,-25.9391562115892,-60.6299965024707
9078,Chaco,La Escondida,LA ESCONDIDA,Áreas de Género y Diversidad,"Área Mujeres, Géneros y Diversidades",Avenida Madre Teresa de Calcuta 130,(0362) 5252754 / (0362) 4734219,Lunes a Viernes de 8 a 11 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,areadelamujerge@gmail.com,,-27.1048428704619,-59.4460990325514
2415,Chaco,La Escondida,LA ESCONDIDA,Salud,Hospital Rural La Escondida,Planta Urbana s/n,(0362) 4499004 / 5,24 Hs.,Asistencia Interdisciplinaria,,,-27.1055507058415,-59.4465386867523
2389,Chaco,La Leonesa,LA LEONESA,Legal,Juzgado de Paz,Maríano Moreno 13,(0362) 4471300,Lunes a Viernes de 6:30 a 12:30 Hs.,Medidas Preventivas,,,-27.0395183777651,-58.7021398544311
2390,Chaco,La Leonesa,LA LEONESA,Salud,Hospital Dr. A. Fleming,Juan María Chema 462,(0362) 4470027,24 Hs.,Asistencia Interdisciplinaria,,,-27.0373395655609,-58.6994791030883
8235,Chaco,La Leonesa,LA LEONESA,Seguridad,Comisaría,Avenida Arturo Ilia 139,(0362) 4471309,24 Hs.,Denuncias,pol.cria.laleonesa@chaco.gob.ar,,-27.041992,-58.707037
2416,Chaco,La Verde,LA VERDE,Otra,Área de Acción Social,Calle Manuel Belgrano s/n,(0362) 4491015 / (03624) 15660085,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,,,-27.1305319563362,-59.3764901161193
2417,Chaco,La Verde,LA VERDE,Salud,Hospital Dr. Ángel Gussalli Rodríguez,"9 de Julio s/n, Villa del Parque",(0362) 4491017,24 Hs.,Asistencia Interdisciplinaria,,,-27.13348,-59.38385
66,Chaco,Laguna Blanca,LAGUNA BLANCA,"Familia, Niñez y Adolescencia","Área de Niñez, Adolescencia y Familia","Avenida Américo Panzardi s/n, esquina Malvinas Argentinas",(0362) 5473849,Lunes a viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,ofi.diversidadygenero.lagunablanca@hotmail.com,,-27.254604468849,-59.2334851006556
2435,Chaco,Laguna Blanca,LAGUNA BLANCA,Otra,Área de Desarrollo Social,Malvinas Argentinas 110,(0362) 5473849,Lunes a Viernes de 6:30 a 13 Hs.,Asistencia Interdisciplinaria,munilagunablanca@hotmail.com,,-27.255166,-59.233961
2432,Chaco,Laguna Limpia,LAGUNA LIMPIA,Otra,Área de Acción Social,"Laguna Limpia, Planta Urbana",Atención Presencial,Lunes a Viernes de 6:30 a 13 Hs.,Servicio Social,,,-26.4975567,-59.6808776999999
8662,Chaco,Las Breñas,LAS BREÑAS,Áreas de Género y Diversidad,Subsecretaría de la Mujer,Mercante 870,(03731) 460228,Lunes a Viernes de 7 a 14 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,subsecretariadelamujer@hotmail.com,,-27.08414,-61.08466
8353,Chaco,Las Breñas,LAS BREÑAS,Legal,Juzgado de Paz,Mitre 345 entre Esquiú y Sobral,(03731) 460208,Lunes a Viernes de 7:30 a 12:30,Denuncias / Medidas Preventivas,,,-27.09225,-61.078669
2364,Chaco,Las Breñas,LAS BREÑAS,Otra,Área de Desarrollo Social,Mercante y Jones,(03731) 461221 / 460228,Lunes a Viernes de 6:30 a 13 Hs.,Orientación / Derivación,,,-27.0864173,-61.0858819
2366,Chaco,Las Breñas,LAS BREÑAS,Salud,Hospital 9 de Julio,Mercante y Arbol Blanco,(03731) 460034,24 Hs.,Asistencia Interdisciplinaria,,,-27.0865245458246,-61.0853147506713
2365,Chaco,Las Breñas,LAS BREÑAS,Seguridad,Comisaría,"Mitre, esquina Lavalle",(03731) 460038,24 Hs.,Denuncias,,http://policia.chaco.gov.ar,-27.0894665529036,-61.0879755020141
8626,Chaco,Las Garcitas,LAS GARCITAS,Áreas de Género y Diversidad,"Área Mujeres, Géneros y Diversidades","Alejandro Gay s/n, Centro Integrador Comunitario (CIC)",(03624) 15569323,Lunes a Viernes de 7 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,areamujergeneroydiversidad@gmail.com,,-26.614193,-59.804723
2558,Chaco,Las Garcitas,LAS GARCITAS,Otra,Área de Acción Social,Alejandro Gay s/n y Elsa Olga Felman,(03725) 497004 / 497079 / 497104 (03725) 15570735 / 15483014,Lunes a Viernes de 7 a 13 Hs.,Servicio Social,,,-26.617723,-59.799254
2559,Chaco,Las Garcitas,LAS GARCITAS,Salud,Hospital Dr. José Arce,Brown s/n,(03725) 497019,24 Hs.,Asistencia Interdisciplinaria,,,-26.618433,-59.802658
2393,Chaco,Las Palmas,LAS PALMAS,Legal,Juzgado de Paz,Juan Domingo Perón s/n,(03624) 470030,Lunes a Viernes de 6:30 a 12:30 Hs.,Medidas Preventivas,,,-27.049707,-58.684207
2391,Chaco,Las Palmas,LAS PALMAS,Otra,Área de Acción Social,Avenida San Martín 681,(03624) 648216 / (03624) 657020,Lunes a Viernes de 7 a 12 Hs.,Asistencia Interdisciplinaria,,,-27.0495327250033,-58.6780214309692
2392,Chaco,Las Palmas,LAS PALMAS,Seguridad,Comisaría,Policia del Chaco 501,(03624) 470444 / (0362) 154709525,24 Hs.,Denuncias,,,-27.053883,-58.678589
2373,Chaco,Los Frentones,LOS FRENTONES,Legal,Juzgado de Paz y Faltas,9 de Julio y 17 de Octubre,(0364) 4490171 / (0364) 154650220,24 Hs.,Medidas Preventivas,,,-26.408202,-61.411454
2374,Chaco,Los Frentones,LOS FRENTONES,Salud,Hospital Rural Los Frentones,Excombatientes. Barrio Norte,(0364) 4490191,24 Hs.,Asistencia Interdisciplinaria,,,-26.4065922049803,-61.4120292663574
2372,Chaco,Los Frentones,LOS FRENTONES,Seguridad,Comisaría,"Juan Domingo Perón, esquina 9 de Julio",(0362) 154603260,24 Hs.,Denuncias,pol.cria.frentones@chaco.gob.ar,http://policia.chaco.gov.ar,-26.4108367114911,-61.4089070197336
9238,Chaco,Machagai,MACHAGAI,Áreas de Género y Diversidad,Área Mujer y Género,"Heras y Reconquista, Centro Integrador Comunitario (CIC)",(03734) 419501,Lunes a Viernes de 6 a 12:30 Hs. y de 16 a 19 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,areac.generoymujermachagai@gmail.com,,-26.918021,-60.055163
2362,Chaco,Machagai,MACHAGAI,Legal,Juzgado de Paz y Faltas,Avenida San Marin 94,(03734) 470289,Lunes a Viernes de 6:30 a 12:30 Hs.,Denuncias / Medidas Preventivas,,,-26.93298,-60.051269
2363,Chaco,Machagai,MACHAGAI,Salud,Hospital Dr. Díaz Perreiro,Avenida Antartida Argentina 435,(03734) 470162,24 Hs.,Asistencia Interdisciplinaria,,,-26.9248631772291,-60.0421822071075
2361,Chaco,Machagai,MACHAGAI,Seguridad,Comisaría,Ange la Gatta y Uruguay,(03734) 470019,24 Hs.,Denuncias,policiacomisariamachagai@chaco.gob.ar,http://policia.chaco.gov.ar,-26.925745,-60.049533
2418,Chaco,Makallé,MAKALLE,Salud,Hospital General Donovan,Alberdi s/n y Pellegrini,(0362) 4495018,24 Hs.,Asistencia Interdisciplinaria,,,-27.2059288528992,-59.2853701114654
2354,Chaco,Margarita Belén,MARGARITA BELEN,Legal,Juzgado de Paz,Avenida 17 de Agosto s/n,(0362) 4497910,Lunes a Viernes de 6:30 a 12:30 Hs.,Denuncias / Medidas Preventivas,,,-27.2586305981968,-58.9697033182384
8354,Chaco,Margarita Belén,MARGARITA BELEN,Salud,"Centro de Salud, Dr. Tusso","Miguel Vargas s/n, Manzana 105",(0362) 4497001,24 Hs.,Asistencia Interdisciplinaria,cfmargaritabelen@hotmail.com,,-27.1882874,-58.96649
2353,Chaco,Margarita Belén,MARGARITA BELEN,Seguridad,Comisaría,Miguel Vargas 135,(0362) 4497011 / (0362) 154644323,24 Hs.,Denuncias,pol.cria.marg.belen@chaco.gob.ar,http://policia.chaco.gov.ar,-27.261049,-58.971845
8606,Chaco,Pampa del Indio,PAMPA DEL INDIO,Áreas de Género y Diversidad,"Subsecretaría de la Mujer, Género y Diversidades",Balbuena Valdez 300,(03725) 405025,Lunes a Viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,geberoydiversidadpdi@gmail.com,,-26.049788,-59.944117
2433,Chaco,Pampa del Indio,PAMPA DEL INDIO,Salud,Hospital Dr. Dante Tardelli,Cacique Mayordomo 200,(03725) 494106 / 107,24 Hs.,Asistencia Interdisciplinaria,,,-26.0479545,-59.9416239999999
2378,Chaco,Pampa del Infierno,PAMPA DEL INFIERNO,"Familia, Niñez y Adolescencia",Centro de Día para Niños de Bajo Recursos,Juan José Paso s/n,(03644) 497187,Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,,,-26.501878001983,-61.1765098571777
2377,Chaco,Pampa del Infierno,PAMPA DEL INFIERNO,Legal,Juzgado de Paz,Hipólito Yrigoyen 394 y Almirante Brown,(0364) 4497217 / (0362) 154040000,Lunes a Viernes de 6:30 a 12:30 Hs.,Medidas Preventivas,,,-26.503193,-61.175692
2376,Chaco,Pampa del Infierno,PAMPA DEL INFIERNO,Otra,Área de Acción Social,Ruta 5 s/n  esquina Sarmiento,(03644) 495511,Lunes a Viernes de 7 a 13 Hs.,Asistencia Interdisciplinaria,,,-26.5041103,-61.1759872
2379,Chaco,Pampa del Infierno,PAMPA DEL INFIERNO,Salud,Hospital Almirante Brown,Almirante Brown s/n,(0364) 4497251,24 Hs.,Asistencia Interdisciplinaria,,,-26.5028861495094,-61.1764347553253
2375,Chaco,Pampa del Infierno,PAMPA DEL INFIERNO,Seguridad,Comisaría,Yrigoyen 275,(03644) 497083 / (03731) 15636184,24 Hs.,Denuncias,pol.cria.p.infierno@chaco.gob.ar,http://policia.chaco.gov.ar,-26.5035678442527,-61.1768102645874
2458,Chaco,Presidencia de la Plaza,PRESIDENCIA DE LA PLAZA,"Familia, Niñez y Adolescencia","Unidad de Protección Integral N7, UPI, REGIÓN CENTRO CHAQUEÑA",Bernardo Perez y San Martín,Atención Presencial,Lunes a Viernes de 8 a 13 Hs.,Asistencia Interdisciplinaria,,,-27.001428,-59.847027
2457,Chaco,Presidencia de la Plaza,PRESIDENCIA DE LA PLAZA,Otra,Área de Acción Social,Bernardo Perez y San Martín,(0373) 4420513,Lunes a Viernes de 6 a 13 Hs.,Servicio Social,,,-27.0021669245609,-59.8455333709716
2459,Chaco,Presidencia de la Plaza,PRESIDENCIA DE LA PLAZA,Salud,Hospital Nicolás Amigo,25 de Mayo s/n y Sargento Cabral,(03734) 420129,24 Hs.,Asistencia Interdisciplinaria,,,-27.001741,-59.843952
9301,Chaco,Presidencia Roca,PRESIDENCIA ROCA,Áreas de Género y Diversidad,Área Mujer,Avenida San Martín 122,(03725) 484578,Lunes a Viernes de 7 a 13 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,muni.roca2020@gmail.com,,-26.136819,-59.596052
2404,Chaco,Presidencia Roque Sáenz Peña,PRESIDENCIA ROQUE SAENZ PENA,Áreas de Género y Diversidad,Oficina de Género y Diversidad,"Avenida Sarmiento 300, entre calle 8 y calle 10",(03644) 464000 / (03644) 15464000,Lunes a Viernes de 8 a 12 Hs.,Acompañar (UDA) / Asistencia Interdisciplinaria,oficinadiversidadygenero@hotmail.com,,-26.794198,-60.4408
2408,Chaco,Presidencia Roque Sáenz Peña,PRESIDENCIA ROQUE SAENZ PENA,"Familia, Niñez y Adolescencia","Unidad de Protección Integral anexo, UPI, REGIÓN CENTRO OESTE",Maríano Moreno 273,(0362) 154303678,Lunes a Viernes de 7:30 a 20 Hs.,Asistencia Interdisciplinaria,,,-26.790607,-60.441785
2406,Chaco,Presidencia Roque Sáenz Peña,PRESIDENCIA ROQUE SAENZ PENA,Legal,"Centro de Acceso a la Justicia, CAJ","Quinta 99, Barrio San Cayetano",(0364) 643267,Lunes a Viernes de 8 a 12 Hs.,Asistencia Interdisciplinaria,caj.saenzpena@hotmail.com.ar,https://www.argentina.gob.ar/justicia/afianzar/caj/listado,-26.7844584296791,-60.4404811912378
2407,Chaco,Presidencia Roque Sáenz Peña,PRESIDENCIA ROQUE SAENZ PENA,Legal,Juzgado del Menor y la Familia,Rivadavia 340,(0364) 4429050,Lunes a Viernes de 8 a 13 Hs.,Organismo de Competencia Jurídica,,,-26.7895181,-60.4439598999999
